"","X1","X1_1","year","region","department","department_name","origmun","origmun_name","gueratt","paratt","clashes","casualties","pop2018","lpop","cofint","oilprod88","coca94ind","coca94indxyear","lop","oilprod88xlop","linternalp","cofintxlinternalp","ltop3cof","rainfall","temperature","rxltop3cof","txltop3cof","year_2006","year_2007","year_2008","year_2009","year_2010","year_2011","year_2012","year_2013","year_2014","year_2015","year_2016","year_2017","year_2018","region_1","region_2","region_3","region_4","year_2006_region_1","year_2007_region_1","year_2008_region_1","year_2009_region_1","year_2010_region_1","year_2011_region_1","year_2012_region_1","year_2013_region_1","year_2014_region_1","year_2015_region_1","year_2016_region_1","year_2017_region_1","year_2018_region_1","year_2006_region_2","year_2007_region_2","year_2008_region_2","year_2009_region_2","year_2010_region_2","year_2011_region_2","year_2012_region_2","year_2013_region_2","year_2014_region_2","year_2015_region_2","year_2016_region_2","year_2017_region_2","year_2018_region_2","year_2006_region_3","year_2007_region_3","year_2008_region_3","year_2009_region_3","year_2010_region_3","year_2011_region_3","year_2012_region_3","year_2013_region_3","year_2014_region_3","year_2015_region_3","year_2016_region_3","year_2017_region_3","year_2018_region_3","year_2006_region_4","year_2007_region_4","year_2008_region_4","year_2009_region_4","year_2010_region_4","year_2011_region_4","year_2012_region_4","year_2013_region_4","year_2014_region_4","year_2015_region_4","year_2016_region_4","year_2017_region_4","year_2018_region_4"
"78",78,78,2007,1,25,"Nari<f1>o department",52110,"Buesaco",0,0,1,3,23908,4.378543247,1.345999956,0,0,0,5.309243616,0,5.660355549,7.618838321,4.400272001,1550,17.5,6820.421602,77.00476002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",79,79,2007,1,25,"Nari<f1>o department",52835,"Tumaco",1,0,2,7,253637,5.404212608,0,0,1,2007,5.309243616,10655.65194,5.660355549,0,4.400272001,2148,27,9451.784258,118.807344,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",80,80,2007,1,28,"Quind<ed>o department",63548,"Pijao",0,0,1,10,5219,3.717587297,4.597899914,0,0,0,5.309243616,0,5.660355549,26.02574829,4.400272001,2426,19.10000038,10675.05987,84.0451969,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",81,81,2007,1,29,"Risaralda department",66594,"Quinchia",0,0,1,1,27292,4.436035363,4.250200272,0,0,0,5.309243616,0,5.660355549,24.05764469,4.400272001,2654,18.60000038,11678.32189,81.8450609,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",82,82,2007,1,30,"Santander department",68385,"Landazuri",0,0,1,9,10384,4.016364679,0.121399999,0,0,0,5.309243616,0,5.660355549,0.687167156,4.400272001,3160,22.79999924,13904.85952,100.3261983,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,83,2007,1,30,"Santander department",68655,"Sabana de Torres",0,0,1,3,33055,4.519237161,0,0.182411,0,0,5.309243616,0,5.660355549,0,4.400272001,2200,28.5,9680.598402,125.407752,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,84,2007,1,31,"Tolima  department",73001,"Ibague",0,0,1,2,529635,5.723976677,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",85,85,2007,1,31,"Tolima  department",73067,"Ataco",0,0,1,1,19330,4.286231854,6.474100113,0,0,0,5.309243616,0,5.660355549,36.6457085,4.400272001,2360,26.89999962,10384.64192,118.3673152,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",86,86,2007,1,31,"Tolima  department",73616,"Rioblanco",0,0,1,1,22771,4.357382103,4.786700249,0,0,0,5.309243616,0,5.660355549,27.09442532,4.400272001,2710,24.10000038,11924.73712,106.0465569,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,87,2007,1,31,"Tolima  department",73622,"Roncesvalles",0,0,1,2,5459,3.737113094,0.26729998,0,0,0,5.309243616,0,5.660355549,1.513012925,4.400272001,1100,13.30000019,4840.299201,58.52361845,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,88,2007,1,31,"Tolima  department",73861,"Venadillo",0,0,2,7,12817,4.107786384,1.656800032,0,0,0,5.309243616,0,5.660355549,9.378077253,4.400272001,1190,27.39999962,5236.323681,120.5674512,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,89,2007,1,31,"Tolima  department",73873,"Villarrica",0,0,1,1,5128,3.709948017,3.338100195,0,0,0,5.309243616,0,5.660355549,18.89483396,4.400272001,2000,24.29999924,8800.544002,106.9266063,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",90,90,2007,1,32,"Valle del Cauca  department",76001,"Cali",0,0,3,6,2227642,6.347845397,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",91,91,2007,1,32,"Valle del Cauca  department",76109,"Buenaventura",1,0,5,26,308188,5.488815724,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",92,92,2007,1,32,"Valle del Cauca  department",76111,"Buga",0,0,2,6,24318,4.385927854,0.932799995,0,0,0,5.309243616,0,5.660355549,5.279979628,4.400272001,1129,23.60000038,4967.907089,103.8464209,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",93,93,2007,1,32,"Valle del Cauca  department",76520,"Palmira",0,0,1,3,349294,5.543191126,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",94,94,2007,1,32,"Valle del Cauca  department",76563,"Pradera",0,0,1,4,47615,4.677743789,0.409999996,0,0,0,5.309243616,0,5.660355549,2.320745755,4.400272001,1306,23.10000038,5746.755233,101.6462849,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,95,2007,1,32,"Valle del Cauca  department",76834,"Tulua",0,0,1,3,212685,5.327736862,3.859200001,0,0,0,5.309243616,0,5.660355549,21.84444414,4.400272001,1232,23.60000038,5421.135105,103.8464209,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",96,96,2007,3,7,"Arauca department",81300,"Fortul",0,0,1,1,18938,4.277334112,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,97,2007,3,7,"Arauca department",81794,"Tame",0,0,1,2,43932,4.642780975,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,2390,25.39999962,10516.65008,111.7669071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,98,2007,3,15,"Casanare department",85010,"Aguazul",0,0,1,1,36915,4.567202873,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,2350,25.70000076,10340.6392,113.0869938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",99,99,2007,3,15,"Casanare department",85125,"Hato Corozal",0,0,1,4,12328,4.090892626,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,2260,25.79999924,9944.614723,113.5270143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,100,2007,1,27,"Putumayo department",86568,"Puerto Asis",0,0,2,6,64867,4.812023813,0,0.008819,1,2007,5.309243616,10655.65194,5.660355549,0,4.400272001,3860,25.60000038,16985.04992,112.6469649,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",101,101,2007,1,27,"Putumayo department",86865,"Valle del Guamuez",0,0,1,2,33457,4.524486996,0,0.050583996,1,2007,5.309243616,10655.65194,5.660355549,0,4.400272001,2610,22.5,11484.70992,99.00612002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",102,102,2008,1,6,"Antioquia department",5001,"Medellin",0,0,1,4,2427129,6.385092859,0,0,0,0,5.443732457,0,5.693515371,0,4.409530249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",103,103,2008,1,6,"Antioquia department",5361,"Ituango",1,0,0,7,27074,4.432552425,3.286200047,0,1,2008,5.443732457,10931.01477,5.693515371,18.71003048,4.409530249,1088,19.79999924,4797.568911,87.30869557,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",104,104,2008,1,6,"Antioquia department",5667,"San Rafael",1,0,0,1,15698,4.195844325,1.049199939,0,0,0,5.443732457,0,5.693515371,5.973635979,4.409530249,2700,23.5,11905.73167,103.6239609,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",105,105,2008,1,6,"Antioquia department",5790,"Taraza",1,0,2,5,26964,4.430784318,0,0,1,2008,5.443732457,10931.01477,5.693515371,0,4.409530249,4160,26.70000076,18343.64584,117.734461,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",106,106,2008,1,6,"Antioquia department",5847,"Urrao",0,0,1,1,30127,4.478955887,0.935400009,0,0,0,5.443732457,0,5.693515371,5.32571433,4.409530249,2599,16.5,11460.36912,72.75724911,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,107,2008,1,6,"Antioquia department",5887,"Yarumal",0,0,2,4,41542,4.618487401,0.381500006,0,0,0,5.443732457,0,5.693515371,2.172076147,4.409530249,2650,15.69999981,11685.25516,69.22962407,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,108,2008,2,10,"Bol<ed>var department",13244,"El Carmen de Bolivar",0,0,1,2,70131,4.845910032,0,0,0,0,5.443732457,0,5.693515371,0,4.409530249,1063,26.39999962,4687.330655,116.4115969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,109,2008,4,16,"Cauca department",15514,"Paez",0,0,1,2,3283,3.516270883,0.173500001,0,0,0,5.443732457,0,5.693515371,0.987824925,4.409530249,2680,15.39999962,11817.54107,67.90676415,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"110",110,110,2008,1,13,"Caldas department",17444,"Marquetalia",0,0,1,1,13245,4.122051963,4.361400127,0,0,0,5.443732457,0,5.693515371,24.83169867,4.409530249,2750,19.89999962,12126.20818,87.74965027,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,111,2008,3,14,"Caquet<e1> department",18247,"El Doncello",0,0,1,1,19294,4.285422274,0,0,0,0,5.443732457,0,5.693515371,0,4.409530249,3540,24.60000038,15609.73708,108.4744458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,112,2008,3,14,"Caquet<e1> department",18753,"San Vicente del Caguan",1,0,0,2,50719,4.705170682,0,0,0,0,5.443732457,0,5.693515371,0,4.409530249,3200,24.60000038,14110.4968,108.4744458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,113,2008,4,16,"Cauca department",19137,"Caldono",0,0,1,2,39946,4.601473298,2.910300016,0,0,0,5.443732457,0,5.693515371,16.56983788,4.409530249,2064,17.70000076,9101.270434,78.04868877,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"114",114,114,2008,4,16,"Cauca department",19212,"Corinto",0,0,2,4,25286,4.402880134,1.618499994,0,0,0,5.443732457,0,5.693515371,9.214954596,4.409530249,1920,23.10000038,8466.298078,101.8601504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"115",115,115,2008,4,16,"Cauca department",19256,"El Tambo",0,0,1,3,53891,4.731516242,6.565899849,0,0,0,5.443732457,0,5.693515371,37.38305172,4.409530249,2090,18.70000076,9215.91822,82.45821902,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"116",116,116,2008,1,22,"Huila department",41001,"Neiva",0,0,1,1,357392,5.553144827,0,0,0,0,5.443732457,0,5.693515371,0,4.409530249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",117,117,2008,1,22,"Huila department",41020,"Algeciras",0,0,1,3,22481,4.351815626,3.638299942,0,0,0,5.443732457,0,5.693515371,20.71471665,4.409530249,1250,22.79999924,5511.912811,100.5372863,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",118,118,2008,1,22,"Huila department",41396,"La Plata",1,0,0,1,61026,4.785514905,4.695700169,0,0,0,5.443732457,0,5.693515371,26.73504109,4.409530249,1510,23.29999924,6658.390676,102.7420514,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",119,119,2008,3,24,"Meta department",50350,"La Macarena",0,0,2,28,26890,4.429590802,0,0,0,0,5.443732457,0,5.693515371,0,4.409530249,2250,25.29999924,9921.44306,111.5611119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",120,120,2008,3,24,"Meta department",50370,"Uribe",0,0,1,1,9284,3.967735132,0,0,0,0,5.443732457,0,5.693515371,0,4.409530249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",121,121,2008,3,24,"Meta department",50711,"Vista Hermosa",0,0,1,5,17778,4.249882902,0,0,0,0,5.443732457,0,5.693515371,0,4.409530249,2700,24.79999924,11905.73167,109.3563468,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",122,122,2008,1,26,"Norte de Santander department",54109,"Bucarasica",0,0,1,1,6248,3.795741021,0.771499991,0,0,0,5.443732457,0,5.693515371,4.39254706,4.409530249,1720,22.70000076,7584.392028,100.09634,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",123,123,2008,4,18,"Choc<f3> department",54245,"El Carmen",0,0,1,3,13144,4.11872755,1.415099978,0,0,0,5.443732457,0,5.693515371,8.056893479,4.409530249,1451,24.79999924,6398.228391,109.3563468,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
