"","X1","X1_1","year","region","department","department_name","origmun","origmun_name","gueratt","paratt","clashes","casualties","pop2018","lpop","cofint","oilprod88","coca94ind","coca94indxyear","lop","oilprod88xlop","linternalp","cofintxlinternalp","ltop3cof","rainfall","temperature","rxltop3cof","txltop3cof","year_2006","year_2007","year_2008","year_2009","year_2010","year_2011","year_2012","year_2013","year_2014","year_2015","year_2016","year_2017","year_2018","region_1","region_2","region_3","region_4","year_2006_region_1","year_2007_region_1","year_2008_region_1","year_2009_region_1","year_2010_region_1","year_2011_region_1","year_2012_region_1","year_2013_region_1","year_2014_region_1","year_2015_region_1","year_2016_region_1","year_2017_region_1","year_2018_region_1","year_2006_region_2","year_2007_region_2","year_2008_region_2","year_2009_region_2","year_2010_region_2","year_2011_region_2","year_2012_region_2","year_2013_region_2","year_2014_region_2","year_2015_region_2","year_2016_region_2","year_2017_region_2","year_2018_region_2","year_2006_region_3","year_2007_region_3","year_2008_region_3","year_2009_region_3","year_2010_region_3","year_2011_region_3","year_2012_region_3","year_2013_region_3","year_2014_region_3","year_2015_region_3","year_2016_region_3","year_2017_region_3","year_2018_region_3","year_2006_region_4","year_2007_region_4","year_2008_region_4","year_2009_region_4","year_2010_region_4","year_2011_region_4","year_2012_region_4","year_2013_region_4","year_2014_region_4","year_2015_region_4","year_2016_region_4","year_2017_region_4","year_2018_region_4"
"31",31,31,2006,4,18,"Choc<f3> department",27800,"Unguia",1,0,0,4,12854,4.109038296,0,0,0,0,5.255472669,0,5.668317409,0,4.36692737,2880,23.70000076,12576.75082,103.496182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"32",32,32,2006,1,22,"Huila department",41078,"Baraya",0,0,1,2,8338,3.921061891,0.886900008,0.014703001,0,0,5.255472669,0,5.668317409,5.027230754,4.36692737,1005,25.10000038,4388.762006,109.6098786,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",33,33,2006,1,22,"Huila department",41132,"Campoalegre",0,0,1,1,31087,4.492578813,0.921200037,0,0,0,5.255472669,0,5.668317409,5.221654207,4.36692737,1580,26.39999962,6899.745244,115.2868809,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,34,2006,1,22,"Huila department",41615,"Rivera",1,0,1,19,24312,4.385820687,0.59890002,0,0,0,5.255472669,0,5.668317409,3.39475541,4.36692737,1205,25.10000038,5262.14748,109.6098786,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",35,35,2006,3,24,"Meta department",50001,"Villavicencio",0,0,1,2,531275,5.72531938,0,0,0,0,5.255472669,0,5.668317409,0,4.36692737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",36,36,2006,3,24,"Meta department",50350,"La Macarena",1,0,3,32,26890,4.429590802,0,0,0,0,5.255472669,0,5.668317409,0,4.36692737,2250,25.29999924,9825.586582,110.4832591,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,37,2006,3,24,"Meta department",50577,"Puerto Lleras",0,0,1,5,10423,4.017992738,0,0,0,0,5.255472669,0,5.668317409,0,4.36692737,2780,26,12140.05809,113.5401116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",38,38,2006,3,24,"Meta department",50590,"Puerto Yuca (Puerto Rico)",0,0,1,12,13061,4.115976429,0,0,0,0,5.255472669,0,5.668317409,0,4.36692737,2250,25.29999924,9825.586582,110.4832591,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,39,2006,3,24,"Meta department",50711,"Vista Hermosa",1,0,4,25,17778,4.249882902,0,0,0,0,5.255472669,0,5.668317409,0,4.36692737,2700,24.79999924,11790.7039,108.2997954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,40,2006,1,25,"Nari<f1>o department",52385,"La Llanada",0,0,1,6,6492,3.812378511,0,0,0,0,5.255472669,0,5.668317409,0,4.36692737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,41,2006,1,26,"Norte de Santander department",54003,"Abrego",0,0,1,17,31786,4.502235879,0.332599998,0,0,0,5.255472669,0,5.668317409,1.885282356,4.36692737,1334.25,22.17499924,5826.572843,96.83661109,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,42,2006,1,26,"Norte de Santander department",54344,"Hacari",0,0,1,16,9998,3.999913132,0.881299973,0,0,0,5.255472669,0,5.668317409,4.995487977,4.36692737,1068,23.10000038,4663.878431,100.8760239,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,43,2006,1,26,"Norte de Santander department",54398,"La Playa",0,0,2,6,7582,3.87978378,0.050000001,0,0,0,5.255472669,0,5.668317409,0.283415875,4.36692737,1198,20.60000038,5231.578989,89.95870548,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,44,2006,1,29,"Risaralda department",66001,"Pereira",0,0,1,2,467269,5.66956697,0,0,0,0,5.255472669,0,5.668317409,0,4.36692737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",45,45,2006,1,29,"Risaralda department",66594,"Quinchia",0,0,1,1,27292,4.436035363,4.250200272,0,0,0,5.255472669,0,5.668317409,24.09148419,4.36692737,2654,18.60000038,11589.82524,81.22485074,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,46,2006,1,31,"Tolima  department",73001,"Ibague",0,0,1,1,529635,5.723976677,0,0,0,0,5.255472669,0,5.668317409,0,4.36692737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",47,47,2006,1,31,"Tolima  department",73168,"Chaparral",0,0,1,44,50367,4.702146084,6.724299908,0,0,0,5.255472669,0,5.668317409,38.11546623,4.36692737,3170,24.29999924,13843.15976,106.1163317,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,48,2006,1,31,"Tolima  department",73226,"Cunday",0,0,1,1,8745,3.941759814,3.425800085,0,0,0,5.255472669,0,5.668317409,19.41852226,4.36692737,2360,26.70000076,10305.94859,116.5969641,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,49,2006,1,32,"Valle del Cauca  department",76001,"Cali",0,0,3,10,2227642,6.347845397,0,0,0,0,5.255472669,0,5.668317409,0,4.36692737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,50,2006,1,32,"Valle del Cauca  department",76109,"Buenaventura",0,0,1,0,308188,5.488815724,0,0,0,0,5.255472669,0,5.668317409,0,4.36692737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",51,51,2006,1,32,"Valle del Cauca  department",76111,"Buga",0,0,1,3,24318,4.385927854,0.932799995,0,0,0,5.255472669,0,5.668317409,5.287406451,4.36692737,1129,23.60000038,4930.261,103.0594876,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",52,52,2006,1,32,"Valle del Cauca  department",76275,"Florida",0,0,1,5,57374,4.758715129,1.081099987,0,0,0,5.255472669,0,5.668317409,6.128017878,4.36692737,1286,23.20000076,5615.868597,101.3127183,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,53,2006,1,32,"Valle del Cauca  department",76520,"Palmira",0,0,1,6,349294,5.543191126,0,0,0,0,5.255472669,0,5.668317409,0,4.36692737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,54,2006,1,32,"Valle del Cauca  department",76834,"Tulua",0,0,1,3,212685,5.327736862,3.859200001,0,0,0,5.255472669,0,5.668317409,21.87517055,4.36692737,1232,23.60000038,5380.054519,103.0594876,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",55,55,2006,3,7,"Arauca department",81794,"Tame",0,0,3,13,43932,4.642780975,0,0,0,0,5.255472669,0,5.668317409,0,4.36692737,2390,25.39999962,10436.95641,110.9199535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",56,56,2006,1,27,"Putumayo department",86568,"Puerto Asis",0,0,1,1,64867,4.812023813,0,0.008819,1,2006,5.255472669,10542.47817,5.668317409,0,4.36692737,3860,25.60000038,16856.33965,111.7933423,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",57,57,2006,3,20,"Guain<ed>a department",94343,"Barranco Minas",0,0,1,2,8088,3.907841143,0,0,1,2006,5.309243616,10650.34269,5.668317409,0,4.36692737,2250,26.60000038,9825.586582,116.1602697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",58,58,2007,1,6,"Antioquia department",5045,"Apartado",0,1,0,1,121003,5.082796138,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,2490,26.70000076,10956.67728,117.4872658,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,59,2007,1,6,"Antioquia department",5756,"Sonson",0,0,1,2,36321,4.560157797,3.530800104,0,0,0,5.309243616,0,5.660355549,19.98558396,4.400272001,2263,14.39999962,9957.815539,63.36391514,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,60,2007,1,6,"Antioquia department",5837,"Turbo",3,0,0,3,124552,5.095350706,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,2474,27,10886.27293,118.807344,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,61,2007,1,6,"Antioquia department",5887,"Yarumal",1,0,0,4,41542,4.618487401,0.381500006,0,0,0,5.309243616,0,5.660355549,2.159425674,4.400272001,2650,15.69999981,11660.7208,69.08426958,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",62,62,2007,1,9,"Bogot<e1> department",11001,"Bogota",1,0,1,8,7412566,6.869968573,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,63,2007,2,10,"Bol<ed>var department",13670,"San Pablo",0,0,1,1,27190,4.434409208,0,0.075669996,0,0,5.309243616,0,5.660355549,0,4.400272001,2800,28.70000076,12320.7616,126.2878098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",64,64,2007,2,10,"Bol<ed>var department",13688,"Santa Rosa del Sur",0,0,1,6,32646,4.513829976,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,2600,28.79999924,11440.7072,126.7278303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",65,65,2007,4,18,"Choc<f3> department",17614,"Riosucio",1,0,0,5,50775,4.705649932,3.664399862,0,0,0,5.309243616,0,5.660355549,20.74180609,4.400272001,2688,18.5,11827.93114,81.40503202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0
"66",66,66,2007,1,13,"Caldas department",17662,"Samana",0,0,2,3,20454,4.310778252,5.098200321,0,0,0,5.309243616,0,5.660355549,28.85762648,4.400272001,3060,20.5,13464.83232,90.20557602,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",67,67,2007,4,16,"Cauca department",18001,"Florencia",0,0,1,4,168346,5.226202802,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,3840,24.79999924,16897.04448,109.1267423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0
"68",68,68,2007,3,14,"Caquet<e1> department",18247,"El Doncello",0,0,2,2,19294,4.285422274,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,3540,24.60000038,15576.96288,108.2466929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",69,69,2007,3,14,"Caquet<e1> department",18592,"Puerto Rico",0,0,2,3,26517,4.423524389,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,3750,24.5,16501.02,107.806664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,70,2007,3,14,"Caquet<e1> department",18753,"San Vicente del Caguan",0,0,2,11,50719,4.705170682,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,3200,24.60000038,14080.8704,108.2466929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",71,71,2007,4,16,"Cauca department",19212,"Corinto",0,0,1,1,25286,4.402880134,1.618499994,0,0,0,5.309243616,0,5.660355549,9.161285424,4.400272001,1920,23.10000038,8448.522242,101.6462849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0
"72",72,72,2007,4,16,"Cauca department",19743,"Silvia",0,0,1,2,37337,4.57213942,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,2040,14,8976.554882,61.60380802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0
"73",73,73,2007,2,17,"Cesar department",20228,"Curumani",0,0,1,2,37399,4.57285999,0.325500011,0,0,0,5.309243616,0,5.660355549,1.842445796,4.400272001,1587,28.70000076,6983.231666,126.2878098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",74,74,2007,1,22,"Huila department",41001,"Neiva",0,0,1,5,357392,5.553144827,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,75,2007,1,22,"Huila department",41206,"Colombia",1,0,0,2,7285,3.862429556,1.352199912,0,0,0,5.309243616,0,5.660355549,7.653932276,4.400272001,930,24.29999924,4092.252961,106.9266063,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",76,76,2007,3,24,"Meta department",50350,"La Macarena",0,0,2,18,26890,4.429590802,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,2250,25.29999924,9900.612002,111.3268783,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",77,77,2007,3,24,"Meta department",50590,"Puerto Yuca (Puerto Rico)",0,0,2,19,13061,4.115976429,0,0,0,0,5.309243616,0,5.660355549,0,4.400272001,2250,25.29999924,9900.612002,111.3268783,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
